year,supplier,recipient,tiv
2015,Denmark,Algeria,4.75
2015,Denmark,Finland,5.35
2015,Denmark,Greece,1.22
2015,Denmark,Indonesia,4.75
2015,Denmark,Oman,5.0
2015,Denmark,Portugal,1.3
2015,Egypt,House of Representatives (Libya)*,21.4
2015,Estonia,Iraq,1.2
2015,Finland,Ireland,2.4
2015,Finland,Poland,19.2
2015,Finland,Saudi Arabia,7.2
2015,Finland,United Arab Emirates,0.6
2015,France,Australia,99.0
2015,France,Bangladesh,10.0
2015,France,Belgium,18.5
2015,France,Bhutan,0.95
2015,France,Brazil,72.0
2015,France,Cameroon,2.4
2015,France,Chile,24.0
2015,France,China,175.7
2015,France,Colombia,3.8
2015,France,Cote d'Ivoire,5.0
2015,France,Ecuador,1.3
2015,France,Egypt,698.45
2015,France,Estonia,15.16
2015,France,Finland,56.8
2015,France,Gabon,4.35
2015,France,Germany,26.0
2015,France,Greece,5.0
2015,France,India,119.1
2015,France,Indonesia,52.31
2015,France,Italy,22.5
2015,France,Japan,0.6
2015,France,Laos,6.5
2015,France,Lebanon,0.48
2015,France,Lithuania,9.75
2015,France,Mozambique,5.0
2015,France,Myanmar,10.0
2015,France,Netherlands,3.0
2015,France,Niger,0.48
2015,France,Norway,2.5
2015,France,Peru,8.0
2015,France,Qatar,5.0
2015,France,Romania,0.72
2015,France,Saudi Arabia,360.88
2015,France,Senegal,10.73
2015,France,Singapore,30.2
2015,France,Spain,30.0
2015,France,Sweden,9.0
2015,France,Thailand,32.0
2015,France,United Arab Emirates,173.25
2015,France,United Kingdom,28.0
2015,France,United States,54.0
2015,France,Uzbekistan,36.25
2015,Germany,Albania,6.5
2015,Germany,Algeria,14.0
2015,Germany,Australia,8.25
2015,Germany,Belgium,11.0
2015,Germany,Brazil,39.6
2015,Germany,China,19.5
2015,Germany,Colombia,83.0
2015,Germany,Croatia,10.8
2015,Germany,Egypt,19.3
2015,Germany,France,4.8
2015,Germany,Gabon,0.15
2015,Germany,Greece,560.9
2015,Germany,India,67.0
2015,Germany,Indonesia,31.389999999999997
2015,Germany,Iraq,12.93
2015,Germany,Israel,351.0
2015,Germany,Japan,4.5
2015,Germany,Kazakhstan,3.25
2015,Germany,Malaysia,13.120000000000001
2015,Germany,Mexico,10.0
2015,Germany,Mozambique,0.48
2015,Germany,Myanmar,4.0
2015,Germany,Netherlands,2.5
2015,Germany,Poland,58.94
2015,Germany,Qatar,74.5
2015,Germany,Russia,9.6
2015,Germany,Saudi Arabia,2.76
2015,Germany,South Korea,30.0
2015,Germany,Spain,102.4
2015,Germany,Sweden,14.5
2015,Germany,Switzerland,9.5
2015,Germany,Thailand,26.2
2015,Germany,Turkiye,12.0
2015,Germany,Turkmenistan,3.0
2015,Germany,United Arab Emirates,8.0
2015,Germany,United States,193.25
2015,India,Afghanistan,12.15
2015,India,Myanmar,27.0
2015,India,Suriname,2.85
2015,Iran,Iraq,9.2
2015,Iran,Sudan,1.5
2015,Ireland,Malta,10.0
2015,Israel,Azerbaijan,111.5
2015,Israel,Belgium,7.2
2015,Israel,Brazil,14.9
2015,Israel,Cameroon,2.24
2015,Israel,Chad,1.32
2015,Israel,Colombia,13.2
2015,Israel,Ethiopia,2.8
2015,Israel,Germany,9.0
2015,Israel,India,156.75
2015,Israel,Italy,21.0
2015,Israel,Jordan,48.0
2015,Israel,Lithuania,0.5
2015,Israel,Mexico,4.0
2015,Israel,Peru,2.16
2015,Israel,Philippines,6.4
2015,Israel,Senegal,4.03
2015,Israel,Singapore,12.5
2015,Israel,South Korea,46.9
2015,Israel,Thailand,2.84
2015,Israel,Turkiye,31.5
2015,Israel,United Kingdom,24.0
2015,Israel,United States,40.0
2015,Israel,Viet Nam,7.35
2015,Israel,unknown recipient(s),3.0
2015,Italy,Albania,0.24
2015,Italy,Algeria,30.0
2015,Italy,Australia,32.0
2015,Italy,Bangladesh,12.0
2015,Italy,Brazil,21.6
2015,Italy,Egypt,8.25
2015,Italy,Finland,7.0
2015,Italy,France,2.75
2015,Italy,Greece,2.75
2015,Italy,India,5.5
2015,Italy,Ireland,2.75
2015,Italy,Israel,110.5
2015,Italy,Lebanon,1.25
2015,Italy,Netherlands,35.0
2015,Italy,Norway,7.0
2015,Italy,Oman,5.5
2015,Italy,Pakistan,12.2
2015,Italy,Peru,58.0
2015,Italy,Philippines,27.5
2015,Italy,Poland,25.0
2015,Italy,Romania,16.0
2015,Italy,Russia,18.75
2015,Italy,Saudi Arabia,89.0
2015,Italy,Somalia,0.28
2015,Italy,Thailand,22.5
2015,Italy,Tunisia,0.45
2015,Italy,Turkiye,34.0
2015,Italy,Turkmenistan,9.5
2015,Italy,United Arab Emirates,73.25
2015,Jordan,Lebanon,8.280000000000001
2015,Jordan,Pakistan,7.3
2015,Kyrgyzstan,India,4.0
2015,Malta,Pakistan,5.2
2015,Netherlands,Algeria,12.5
2015,Netherlands,Bahamas,15.8
2015,Netherlands,Canada,73.5
2015,Netherlands,Egypt,9.5
2015,Netherlands,Estonia,0.6
2015,Netherlands,Finland,40.0
2015,Netherlands,France,12.5
2015,Netherlands,Germany,6.0
2015,Netherlands,Greece,13.25
2015,Netherlands,India,9.5
2015,Netherlands,Jordan,76.38
2015,Netherlands,Mexico,20.0
2015,Netherlands,Norway,5.0
2015,Netherlands,Oman,18.5
2015,Netherlands,Peru,6.0
2015,Netherlands,Philippines,0.48
2015,Netherlands,Saudi Arabia,25.0
2015,Netherlands,Singapore,4.5
2015,Netherlands,Trinidad and Tobago,30.0
2015,Netherlands,Turkmenistan,14.25
2015,Netherlands,United States,61.6
2015,Netherlands,Venezuela,14.0
2015,New Zealand,United Arab Emirates,0.9
2015,Norway,Brazil,8.0
2015,Norway,Chile,30.0
2015,Norway,Finland,60.0
2015,Norway,Poland,19.0
2015,Poland,Lithuania,1.76
2015,Portugal,Uruguay,6.8
2015,Russia,Algeria,545.0
2015,Russia,Angola,29.0
2015,Russia,Azerbaijan,215.2
2015,Russia,Bangladesh,77.6
2015,Russia,Belarus,88.88
2015,Russia,Brazil,5.6
2015,Russia,China,725.5
2015,Russia,Egypt,5.0
2015,Russia,India,1844.15
2015,Russia,Iran,4.0
2015,Russia,Iraq,473.85
2015,Russia,Kazakhstan,442.5
2015,Russia,Kuwait,49.5
2015,Russia,Kyrgyzstan,4.1
2015,Russia,Mongolia,73.32000000000001
2015,Russia,Myanmar,11.88
2015,Russia,Nepal,14.5
2015,Russia,Nicaragua,14.489999999999998
2015,Russia,Nigeria,89.5
2015,Russia,Pakistan,37.4
2015,Russia,Peru,94.25
2015,Russia,Rwanda,29.0
2015,Russia,Senegal,7.25
2015,Russia,South Sudan,18.0
2015,Russia,Sudan,52.760000000000005
2015,Russia,Syria,16.0
2015,Russia,Thailand,14.5
2015,Russia,Turkmenistan,50.5
2015,Russia,Viet Nam,751.0
2015,Russia,Zambia,14.5
2015,Saudi Arabia,Yemen,2.5
2015,Serbia,Bangladesh,9.6
2015,Serbia,Kenya,19.0
2015,Serbia,Nigeria,12.75
2015,Serbia,Saudi Arabia,20.2
2015,Singapore,Oman,70.0
2015,Singapore,United Arab Emirates,10.2
2015,Slovakia,Saudi Arabia,3.36
2015,South Africa,Algeria,1.5
2015,South Africa,Azerbaijan,2.45
2015,South Africa,Burkina Faso,4.96
2015,South Africa,Cameroon,1.44
2015,South Africa,Ghana,0.3
2015,South Africa,Iraq,2.4
2015,South Africa,Malawi,3.0900000000000003
2015,South Africa,Nigeria,4.45
2015,South Africa,Saudi Arabia,8.4
2015,South Africa,Uganda,0.75
2015,South Africa,United Arab Emirates,43.62
2015,South Africa,United Nations**,2.56
2015,South Korea,Colombia,37.5
2015,South Korea,Indonesia,6.0
2015,South Korea,Peru,11.4
2015,South Korea,Philippines,32.9
2015,South Korea,Turkiye,3.9
2015,Spain,Australia,479.5
2015,Spain,Ecuador,26.0
2015,Spain,Egypt,50.0
2015,Spain,Guatemala,33.0
2015,Spain,Indonesia,25.0
2015,Spain,Iraq,0.84
2015,Spain,Malaysia,73.0
2015,Spain,Mexico,84.0
2015,Spain,Oman,44.0
2015,Spain,Philippines,25.0
2015,Spain,Saudi Arabia,12.5
2015,Spain,Turkiye,73.0
2015,Spain,Uruguay,6.0
2015,Spain,Uzbekistan,25.0
2015,Spain,Viet Nam,25.0
2015,Sweden,Australia,7.5
2015,Sweden,Brazil,1.8
2015,Sweden,Canada,15.0
2015,Sweden,Germany,7.2
2015,Sweden,Ireland,2.5
2015,Sweden,Japan,8.0
2015,Sweden,Latvia,2.0
2015,Sweden,Norway,16.6
2015,Sweden,Pakistan,4.0
2015,Sweden,South Korea,20.0
2015,Sweden,Thailand,12.5
2015,Sweden,United Arab Emirates,65.5
2015,Sweden,United States,15.0
2015,Switzerland,Afghanistan,9.25
2015,Switzerland,Belgium,10.15
2015,Switzerland,Canada,2.8
2015,Switzerland,China,65.0
2015,Switzerland,Germany,13.65
2015,Switzerland,India,25.0
2015,Switzerland,Indonesia,90.0
2015,Switzerland,Qatar,50.0
2015,Switzerland,Romania,2.45
2015,Switzerland,Saudi Arabia,145.0
2015,Switzerland,Singapore,30.0
2015,Switzerland,United States,48.0
2015,Taiwan,Honduras,4.19
2015,Turkiye,Azerbaijan,22.0
2015,Turkiye,Malaysia,18.48
2015,Turkiye,Mauritania,0.9
2015,Turkiye,Pakistan,24.48
2015,Turkiye,Russia,16.0
2015,Turkiye,Saudi Arabia,60.0
2015,Turkiye,Turkmenistan,92.0
2015,Turkiye,United Arab Emirates,10.0
2015,Ukraine,Bangladesh,17.4
2015,Ukraine,Belarus,9.6
2015,Ukraine,China,100.1
2015,Ukraine,Ethiopia,6.86
2015,Ukraine,India,42.0
2015,Ukraine,Indonesia,0.38
2015,Ukraine,Myanmar,3.6
2015,Ukraine,Nigeria,13.12
2015,Ukraine,Pakistan,1.5
2015,Ukraine,Russia,52.0
2015,Ukraine,Thailand,45.8
2015,Ukraine,Viet Nam,11.0
2015,United Arab Emirates,Algeria,5.5
2015,United Arab Emirates,Egypt,48.2
2015,United Arab Emirates,House of Representatives (Libya)*,1.4
2015,United Arab Emirates,Jordan,50.12
2015,United Arab Emirates,Somalia,0.97
2015,United Arab Emirates,Ukraine,7.5600000000000005
2015,United Arab Emirates,Yemen,19.0
2015,United Arab Emirates,unknown recipient(s),9.8
2015,United Kingdom,Algeria,37.5
2015,United Kingdom,Australia,2.0
2015,United Kingdom,Brazil,2.0
2015,United Kingdom,China,70.0
2015,United Kingdom,Congo,2.24
2015,United Kingdom,Greece,53.0
2015,United Kingdom,India,150.0
2015,United Kingdom,Indonesia,18.0
2015,United Kingdom,Ireland,34.85
2015,United Kingdom,Japan,12.5
2015,United Kingdom,Jordan,0.51
2015,United Kingdom,Latvia,0.63
2015,United Kingdom,Malaysia,10.0
2015,United Kingdom,Saudi Arabia,758.0
2015,United Kingdom,South Africa,1.8
2015,United Kingdom,Ukraine,6.0
2015,United Kingdom,United States,24.0
2015,United States,Afghanistan,109.62
2015,United States,African Union**,2.0
2015,United States,Algeria,3.0
2015,United States,Argentina,17.6
2015,United States,Australia,816.4
2015,United States,Bahrain,15.0
2015,United States,Bangladesh,54.0
2015,United States,Belgium,5.0
2015,United States,Brazil,36.0
2015,United States,Brunei,36.25
2015,United States,Bulgaria,4.0
2015,United States,Burundi,1.4
2015,United States,Cameroon,3.8
2015,United States,Canada,316.44
2015,United States,Chile,80.7
2015,United States,Colombia,55.4
2015,United States,Denmark,41.8
2015,United States,Dominican Republic,0.5
2015,United States,Egypt,598.26
2015,United States,Estonia,2.4
2015,United States,Finland,98.4
2015,United States,France,15.7
2015,United States,Germany,29.0
2015,United States,Greece,92.36
2015,United States,Honduras,2.0
2015,United States,India,261.2
2015,United States,Indonesia,83.89999999999999
2015,United States,Iraq,788.34
2015,United States,Israel,232.62
2015,United States,Italy,193.6
2015,United States,Jamaica,0.18
2015,United States,Japan,317.61
2015,United States,Jordan,53.05
2015,United States,Kenya,1.0
2015,United States,Kuwait,267.8
2015,United States,Lebanon,37.7
2015,United States,Lithuania,1.8
2015,United States,Malaysia,3.6
2015,United States,Mexico,194.8
2015,United States,Morocco,46.84
2015,United States,Netherlands,10.0
2015,United States,New Zealand,83.0
2015,United States,Niger,9.26
2015,United States,Nigeria,7.2
2015,United States,Norway,112.38
2015,United States,Oman,5.6
2015,United States,Pakistan,95.17
2015,United States,Peru,10.45
2015,United States,Philippines,45.8
2015,United States,Poland,3.5
2015,United States,Qatar,355.0
2015,United States,Romania,3.0
2015,United States,Saudi Arabia,1814.38
2015,United States,Singapore,74.92
2015,United States,South Korea,170.6
2015,United States,Spain,20.0
2015,United States,Taiwan,534.6
2015,United States,Thailand,26.6
2015,United States,Tunisia,6.76
2015,United States,Turkiye,292.08
2015,United States,Uganda,4.9
2015,United States,Ukraine,3.96
2015,United States,United Arab Emirates,1278.1999999999998
2015,United States,United Kingdom,372.0
2015,United States,Uzbekistan,35.86
2015,United States,Venezuela,6.4
2015,United States,Yemen,11.0
2015,Uzbekistan,China,34.0
2015,unknown supplier(s),Denmark,0.24
2015,unknown supplier(s),Honduras,2.08
2015,unknown supplier(s),Kurdistan Regional Government (Iraq)*,1.08
2015,unknown supplier(s),Myanmar,3.9
2015,unknown supplier(s),PKK (Turkiye)*,0.32
2015,unknown supplier(s),Russia,4.0
2015,unknown supplier(s),South Sudan,0.5
2020,Australia,Canada,120.0
2020,Australia,Chile,241.92
2020,Australia,Fiji,7.0
2020,Australia,Tonga,7.0
2020,Australia,United States,30.0
2020,Austria,Czechia,4.8
2020,Austria,France,0.8
2020,Austria,Myanmar,0.6
2020,Austria,Thailand,3.3
2020,Belarus,Uganda,36.400000000000006
2020,Belarus,Viet Nam,22.5
2020,Belgium,Indonesia,3.0
2020,Belgium,Saudi Arabia,16.0
2020,Brazil,Chile,18.0
2020,Brazil,France,92.0
2020,Brazil,Indonesia,27.0
2020,Brazil,Philippines,27.0
2020,Bulgaria,Cote d'Ivoire,3.4
2020,Canada,Brazil,1.5
2020,Canada,Chile,2.0
2020,Canada,Germany,14.4
2020,Canada,Philippines,3.0
2020,Canada,Saudi Arabia,55.019999999999996
2020,Canada,Senegal,1.4
2020,Canada,Turkiye,1.5
2020,Canada,United Arab Emirates,42.0
2020,Canada,United Kingdom,2.0
2020,Canada,Uruguay,0.28
2020,China,Algeria,3.0
2020,China,Angola,42.0
2020,China,Bangladesh,26.5
2020,China,Ethiopia,24.5
2020,China,Indonesia,17.0
2020,China,Myanmar,3.75
2020,China,Nigeria,48.4
2020,China,Pakistan,407.3
2020,China,Saudi Arabia,40.0
2020,China,Serbia,6.5
2020,China,Thailand,5.5
2020,China,United Arab Emirates,19.2
2020,China,Zambia,1.8
2020,Colombia,Peru,4.4
2020,Czechia,Brazil,0.8
2020,Czechia,Hungary,0.4
2020,Czechia,India,0.18
2020,Czechia,Uganda,11.16
2020,Czechia,Ukraine,13.32
2020,Finland,Poland,15.6
2020,France,Algeria,39.0
2020,France,Bolivia,26.0
2020,France,Botswana,49.5
2020,France,Brazil,26.4
2020,France,Burkina Faso,0.32
2020,France,Chad,0.48
2020,France,Chile,1.3
2020,France,China,123.25
2020,France,Cyprus,10.0
2020,France,Egypt,10.0
2020,France,Estonia,2.7
2020,France,Greece,5.0
2020,France,India,693.75
2020,France,Indonesia,51.59
2020,France,Italy,1.8
2020,France,Japan,3.6
2020,France,Kuwait,52.0
2020,France,Malaysia,10.2
2020,France,Mali,2.08
2020,France,Mexico,9.0
2020,France,NATO**,294.0
2020,France,Nigeria,10.4
2020,France,Norway,2.0
2020,France,Portugal,0.44
2020,France,Qatar,383.6
2020,France,Saudi Arabia,158.5
2020,France,Singapore,98.0
2020,France,Spain,39.5
2020,France,Tanzania,8.55
2020,France,Togo,0.56
2020,France,Turkiye,2.5
2020,France,United Arab Emirates,57.5
2020,France,United States,114.0
2020,France,unknown recipient(s),2.0
2020,Germany,Algeria,48.0
2020,Germany,Australia,9.0
2020,Germany,Belgium,12.0
2020,Germany,Chile,15.0
2020,Germany,China,20.5
2020,Germany,Denmark,20.8
2020,Germany,Ecuador,7.7
2020,Germany,Egypt,275.0
2020,Germany,Greece,10.9
2020,Germany,Hungary,55.0
2020,Germany,India,58.74
2020,Germany,Indonesia,0.36
2020,Germany,Israel,33.0
2020,Germany,Jordan,17.95
2020,Germany,Lithuania,36.41
2020,Germany,Luxembourg,15.25
2020,Germany,Malaysia,3.44
2020,Germany,Netherlands,2.48
2020,Germany,New Zealand,4.8
2020,Germany,Norway,4.32
2020,Germany,Oman,4.64
2020,Germany,Philippines,23.8
2020,Germany,Poland,2.56
2020,Germany,Qatar,21.5
2020,Germany,Romania,1.68
2020,Germany,Singapore,4.4
2020,Germany,South Korea,343.0
2020,Germany,United Arab Emirates,20.0
2020,Germany,United Kingdom,17.35
2020,Germany,United States,57.0
2020,Germany,Venezuela,6.0
2020,India,Bangladesh,2.16
2020,India,Maldives,2.8
2020,India,Myanmar,148.2
2020,Iran,Houthi rebels (Yemen)*,9.700000000000001
2020,Iran,Iraq,0.45
2020,Iran,unknown recipient(s),6.0
2020,Israel,Azerbaijan,21.75
2020,Israel,Botswana,12.6
2020,Israel,Brazil,4.5
2020,Israel,Canada,7.5
2020,Israel,Colombia,0.9
2020,Israel,Denmark,2.0
2020,Israel,Estonia,7.5
2020,Israel,Germany,18.75
2020,Israel,Greece,6.0
2020,Israel,India,115.25
2020,Israel,Latvia,1.2
2020,Israel,Lithuania,18.7
2020,Israel,Philippines,18.0
2020,Israel,Poland,7.2
2020,Israel,Romania,9.0
2020,Israel,Senegal,12.35
2020,Israel,Singapore,24.0
2020,Israel,Slovakia,3.0
2020,Israel,Thailand,29.52
2020,Israel,United States,36.0
2020,Italy,Algeria,57.5
2020,Italy,Austria,12.5
2020,Italy,Brazil,25.0
2020,Italy,Egypt,516.5
2020,Italy,Germany,7.0
2020,Italy,Greece,2.75
2020,Italy,India,2.75
2020,Italy,Kenya,54.0
2020,Italy,Nigeria,5.5
2020,Italy,Norway,15.0
2020,Italy,Philippines,5.25
2020,Italy,Poland,34.0
2020,Italy,Portugal,2.25
2020,Italy,Turkiye,59.5
2020,Italy,United States,16.5
2020,Italy,Uruguay,2.0
2020,Italy,Venezuela,2.5
2020,Jordan,United States,65.6
2020,Netherlands,Bulgaria,44.0
2020,Netherlands,Finland,2.1
2020,Netherlands,Greece,13.0
2020,Netherlands,Jamaica,10.0
2020,Netherlands,Malaysia,3.0
2020,Netherlands,Mexico,245.5
2020,Netherlands,New Zealand,12.5
2020,Netherlands,Pakistan,80.4
2020,Netherlands,United States,46.2
2020,Netherlands,Venezuela,40.0
2020,Norway,Finland,3.0
2020,Norway,Indonesia,15.0
2020,Norway,Lithuania,25.0
2020,Norway,New Zealand,2.4
2020,Norway,Poland,12.0
2020,Norway,Sweden,3.0
2020,Poland,Ukraine,0.3
2020,Portugal,Romania,45.6
2020,Russia,Algeria,449.45
2020,Russia,Belarus,13.0
2020,Russia,Central African Republic,1.2
2020,Russia,China,547.0
2020,Russia,Egypt,427.5
2020,Russia,House of Representatives (Libya)*,187.6
2020,Russia,India,1164.65
2020,Russia,Iran,2.0
2020,Russia,Kazakhstan,266.0
2020,Russia,Laos,17.16
2020,Russia,Mali,11.5
2020,Russia,Myanmar,63.99
2020,Russia,Niger,14.5
2020,Russia,Nigeria,14.5
2020,Russia,Pakistan,37.4
2020,Russia,Serbia,140.29
2020,Russia,Syria,79.75
2020,Russia,Turkiye,32.0
2020,Russia,United Arab Emirates,80.0
2020,Russia,Uzbekistan,92.0
2020,Russia,Viet Nam,15.0
2020,Russia,unknown recipient(s),3.5
2020,Serbia,Cyprus,21.0
2020,Serbia,Uganda,15.0
2020,Serbia,unknown recipient(s),14.4
2020,Singapore,United States,24.0
2020,Slovakia,Angola,1.44
2020,Slovakia,Saudi Arabia,9.6
2020,South Africa,Cameroon,2.0
2020,South Africa,DR Congo,8.68
2020,South Africa,Kazakhstan,3.85
2020,South Africa,Malaysia,9.6
2020,South Africa,Mali,0.96
2020,South Africa,Mozambique,1.05
2020,South Africa,Saudi Arabia,3.6
2020,South Africa,Senegal,0.96
2020,South Africa,Singapore,22.75
2020,South Africa,Thailand,8.1
2020,South Africa,Uganda,0.75
2020,South Africa,United Arab Emirates,47.4
2020,South Africa,United States,40.0
2020,South Korea,Colombia,61.6
2020,South Korea,Ecuador,12.0
2020,South Korea,Estonia,10.8
2020,South Korea,Finland,12.6
2020,South Korea,India,190.96
2020,South Korea,Indonesia,6.0
2020,South Korea,Iraq,1.4
2020,South Korea,New Zealand,95.8
2020,South Korea,Nigeria,0.7
2020,South Korea,Norway,97.43
2020,South Korea,Philippines,246.25
2020,South Korea,Poland,11.8
2020,South Korea,Senegal,7.6
2020,South Korea,Thailand,71.2
2020,South Korea,Turkiye,3.12
2020,Spain,Australia,499.0
2020,Spain,Belgium,73.0
2020,Spain,Brazil,12.5
2020,Spain,Burkina Faso,2.6
2020,Spain,Canada,66.0
2020,Spain,Luxembourg,73.0
2020,Spain,Peru,22.4
2020,Spain,Portugal,14.0
2020,Spain,Saudi Arabia,30.0
2020,Spain,United Kingdom,17.2
2020,Spain,United States,142.8
2020,Spain,Uruguay,22.4
2020,Spain,Venezuela,30.5
2020,Sweden,Brazil,32.7
2020,Sweden,Canada,0.6
2020,Sweden,Czechia,2.0
2020,Sweden,Denmark,5.92
2020,Sweden,Finland,2.0
2020,Sweden,Ireland,1.5
2020,Sweden,Lithuania,2.1
2020,Sweden,Mexico,2.5
2020,Sweden,Pakistan,80.0
2020,Sweden,United Arab Emirates,80.0
2020,Sweden,United States,54.0
2020,Switzerland,Botswana,12.6
2020,Switzerland,Denmark,31.82
2020,Switzerland,Indonesia,57.0
2020,Switzerland,Ireland,7.4
2020,Switzerland,Kuwait,15.0
2020,Switzerland,Romania,16.380000000000003
2020,Switzerland,Saudi Arabia,5.0
2020,Taiwan,eSwatini,2.1
2020,Turkiye,Azerbaijan,28.8
2020,Turkiye,Bahrain,12.06
2020,Turkiye,Ghana,12.0
2020,Turkiye,Libya,0.44
2020,Turkiye,Malaysia,22.21
2020,Turkiye,Oman,76.56
2020,Turkiye,Qatar,40.5
2020,Turkiye,Saudi Arabia,4.5
2020,Turkiye,Somalia,1.68
2020,Turkiye,Tunisia,1.2
2020,Turkiye,Uganda,10.5
2020,Turkiye,United Arab Emirates,64.78
2020,Ukraine,Angola,7.2
2020,Ukraine,Bangladesh,9.2
2020,Ukraine,China,84.0
2020,Ukraine,Indonesia,0.3
2020,Ukraine,Morocco,4.96
2020,Ukraine,Pakistan,7.5
2020,Ukraine,Uganda,0.4
2020,United Arab Emirates,Cameroon,0.28
2020,United Arab Emirates,Egypt,35.0
2020,United Arab Emirates,House of Representatives (Libya)*,4.8
2020,United Arab Emirates,Jordan,126.0
2020,United Arab Emirates,Madagascar,0.84
2020,United Arab Emirates,Mali,34.2
2020,United Arab Emirates,Morocco,3.6
2020,United Arab Emirates,Nigeria,4.53
2020,United Kingdom,Bahrain,15.2
2020,United Kingdom,Bangladesh,32.0
2020,United Kingdom,Brazil,14.5
2020,United Kingdom,Chile,26.25
2020,United Kingdom,Djibouti,0.8
2020,United Kingdom,France,32.0
2020,United Kingdom,Greece,53.0
2020,United Kingdom,India,28.0
2020,United Kingdom,Indonesia,14.52
2020,United Kingdom,Latvia,8.77
2020,United Kingdom,Malaysia,1.89
2020,United Kingdom,NATO**,66.0
2020,United Kingdom,New Zealand,28.0
2020,United Kingdom,Philippines,1.0
2020,United Kingdom,Qatar,64.0
2020,United Kingdom,Saudi Arabia,60.0
2020,United Kingdom,Singapore,22.0
2020,United Kingdom,United Arab Emirates,4.0
2020,United Kingdom,United States,180.0
2020,United States,Afghanistan,231.26
2020,United States,Albania,12.3
2020,United States,Algeria,3.84
2020,United States,Argentina,7.0
2020,United States,Australia,1123.56
2020,United States,Austria,1.6
2020,United States,Belgium,4.92
2020,United States,Bosnia-Herzegovina,0.31
2020,United States,Brazil,16.5
2020,United States,Canada,54.0
2020,United States,Chad,3.08
2020,United States,Colombia,17.4
2020,United States,Czechia,0.8
2020,United States,Denmark,2.88
2020,United States,Dominican Republic,4.25
2020,United States,Egypt,134.4
2020,United States,El Salvador,4.08
2020,United States,Estonia,3.84
2020,United States,Finland,76.0
2020,United States,France,99.8
2020,United States,Germany,65.0
2020,United States,Greece,1.0
2020,United States,Honduras,0.48
2020,United States,India,415.82
2020,United States,Indonesia,91.3
2020,United States,Iraq,2.72
2020,United States,Israel,346.44
2020,United States,Italy,199.55
2020,United States,Japan,925.2
2020,United States,Jordan,4.47
2020,United States,Kenya,16.7
2020,United States,Kosovo,3.25
2020,United States,Lebanon,44.9
2020,United States,Lithuania,36.5
2020,United States,Malaysia,1.0
2020,United States,Mexico,20.42
2020,United States,Montenegro,4.5
2020,United States,Morocco,7.24
2020,United States,NATO**,105.0
2020,United States,Netherlands,573.0
2020,United States,New Zealand,2.85
2020,United States,Niger,4.4
2020,United States,Norway,340.0
2020,United States,Oman,4.0
2020,United States,Pakistan,11.6
2020,United States,Peru,0.8300000000000001
2020,United States,Philippines,60.5
2020,United States,Poland,69.53999999999999
2020,United States,Portugal,28.5
2020,United States,Qatar,572.0
2020,United States,Romania,95.0
2020,United States,Russia,0.5
2020,United States,Saudi Arabia,1859.13
2020,United States,Serbia,0.48
2020,United States,Singapore,5.0
2020,United States,Slovakia,21.75
2020,United States,South Korea,929.82
2020,United States,Spain,30.1
2020,United States,Taiwan,110.96
2020,United States,Thailand,23.3
2020,United States,Togo,4.6
2020,United States,Tunisia,14.5
2020,United States,Turkiye,11.5
2020,United States,Uganda,4.6
2020,United States,Ukraine,4.5
2020,United States,United Arab Emirates,244.75
2020,United States,United Kingdom,598.0
2020,United States,Zambia,1.0
2020,United States,unknown recipient(s),10.0
2020,unknown supplier(s),Benin,1.04
2020,unknown supplier(s),Botswana,1.05
2020,unknown supplier(s),Ecuador,0.9
2025,Australia,Ukraine,78.4
2025,Australia,United States,30.0
2025,Austria,Hungary,0.6
2025,Belarus,Benin,1.44
2025,Belgium,Cyprus,0.36
2025,Belgium,Saudi Arabia,43.2
2025,Belgium,Serbia,2.5
2025,Belgium,Ukraine,40.4
2025,Brazil,Hungary,54.0
2025,Brazil,Paraguay,18.0
2025,Brazil,Philippines,3.15
2025,Brazil,Portugal,76.5
2025,Brazil,United Arab Emirates,1.4
2025,Canada,Angola,3.0
2025,Canada,Colombia,1.0
2025,Canada,Haiti,0.98
2025,Canada,India,15.0
2025,Canada,Ireland,1.5
2025,Canada,Mozambique,1.5
2025,Canada,Paraguay,2.0
2025,Canada,Portugal,2.5
2025,Canada,Saudi Arabia,85.59
2025,Canada,Spain,8.0
2025,Canada,Thailand,2.0
2025,Canada,Ukraine,100.0
2025,Canada,United States,85.0
2025,Canada,Viet Nam,3.5
2025,China,Azerbaijan,129.5
2025,China,Belarus,0.4
2025,China,Burkina Faso,34.3
2025,China,Chad,4.0
2025,China,Kazakhstan,2.1
2025,China,Mali,31.56
2025,China,Myanmar,46.0
2025,China,Namibia,0.2
2025,China,Pakistan,444.7
2025,China,Russia,4.8
2025,China,Serbia,75.0
2025,China,Tajikistan,75.0
2025,China,Uzbekistan,32.0
2025,Czechia,Azerbaijan,7.0
2025,Czechia,Hungary,55.2
2025,Czechia,India,0.72
2025,Czechia,Madagascar,2.6
2025,Czechia,Ukraine,29.759999999999998
2025,Czechia,Viet Nam,41.4
2025,Denmark,Argentina,68.4
2025,Denmark,Belgium,4.75
2025,Denmark,Norway,9.5
2025,Denmark,Peru,2.4
2025,Denmark,Ukraine,79.8
2025,Finland,Denmark,0.7
2025,Finland,Japan,16.9
2025,Finland,Poland,34.65
2025,Finland,Slovakia,16.9
2025,Finland,Sweden,30.8
